hier_cell	owner	ref	ram_mode	READ_WIDTH_A	READ_WIDTH_B	WRITE_WIDTH_A	WRITE_WIDTH_B	DOA_REG	DOB_REG	EN_ECC_READ	EN_ECC_WRITE	clk_nets	addr_a_sig_count	addr_b_sig_count	en_nets	we_sig_count	di_signal_count	do_signal_count	dip_signal	dip_const	dip_unconnected	dop_signal	dop_const	dop_unconnected	dip_nets_summary	dop_nets_summary	control_group_key	class_hint	classification	tags
u_core/u_w/TILE.u_bank/mem_reg_2_7	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_0	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_1	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_2	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_3	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_4	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_5	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_6	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_3_7	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_w/CH[0].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[0].q0[67],S:DOPADOP[2]=CH[0].q0[66],S:DOPADOP[1]=CH[0].q0[65],S:DOPADOP[0]=CH[0].q0[64],S:DOPBDOP[3]=CH[0].q0[71],S:DOPBDOP[2]=CH[0].q0[70],S:DOPBDOP[1]=CH[0].q0[69],S:DOPBDOP[0]=CH[0].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[0].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[0].ram1_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[0].q1[67],S:DOPADOP[2]=CH[0].q1[66],S:DOPADOP[1]=CH[0].q1[65],S:DOPADOP[0]=CH[0].q1[64],S:DOPBDOP[3]=CH[0].q1[71],S:DOPBDOP[2]=CH[0].q1[70],S:DOPBDOP[1]=CH[0].q1[69],S:DOPBDOP[0]=CH[0].q1[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[0].ram1_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[1].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[1].q0[67],S:DOPADOP[2]=CH[1].q0[66],S:DOPADOP[1]=CH[1].q0[65],S:DOPADOP[0]=CH[1].q0[64],S:DOPBDOP[3]=CH[1].q0[71],S:DOPBDOP[2]=CH[1].q0[70],S:DOPBDOP[1]=CH[1].q0[69],S:DOPBDOP[0]=CH[1].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[1].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[1].ram1_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[1].q1[67],S:DOPADOP[2]=CH[1].q1[66],S:DOPADOP[1]=CH[1].q1[65],S:DOPADOP[0]=CH[1].q1[64],S:DOPBDOP[3]=CH[1].q1[71],S:DOPBDOP[2]=CH[1].q1[70],S:DOPBDOP[1]=CH[1].q1[69],S:DOPBDOP[0]=CH[1].q1[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[1].ram1_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[2].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[2].q0[67],S:DOPADOP[2]=CH[2].q0[66],S:DOPADOP[1]=CH[2].q0[65],S:DOPADOP[0]=CH[2].q0[64],S:DOPBDOP[3]=CH[2].q0[71],S:DOPBDOP[2]=CH[2].q0[70],S:DOPBDOP[1]=CH[2].q0[69],S:DOPBDOP[0]=CH[2].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[2].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[2].ram1_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[2].q1[67],S:DOPADOP[2]=CH[2].q1[66],S:DOPADOP[1]=CH[2].q1[65],S:DOPADOP[0]=CH[2].q1[64],S:DOPBDOP[3]=CH[2].q1[71],S:DOPBDOP[2]=CH[2].q1[70],S:DOPBDOP[1]=CH[2].q1[69],S:DOPBDOP[0]=CH[2].q1[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[2].ram1_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[3].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[3].q0[67],S:DOPADOP[2]=CH[3].q0[66],S:DOPADOP[1]=CH[3].q0[65],S:DOPADOP[0]=CH[3].q0[64],S:DOPBDOP[3]=CH[3].q0[71],S:DOPBDOP[2]=CH[3].q0[70],S:DOPBDOP[1]=CH[3].q0[69],S:DOPBDOP[0]=CH[3].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[3].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[3].ram1_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[3].q1[67],S:DOPADOP[2]=CH[3].q1[66],S:DOPADOP[1]=CH[3].q1[65],S:DOPADOP[0]=CH[3].q1[64],S:DOPBDOP[3]=CH[3].q1[71],S:DOPBDOP[2]=CH[3].q1[70],S:DOPBDOP[1]=CH[3].q1[69],S:DOPBDOP[0]=CH[3].q1[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[3].ram1_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[4].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[4].q0[67],S:DOPADOP[2]=CH[4].q0[66],S:DOPADOP[1]=CH[4].q0[65],S:DOPADOP[0]=CH[4].q0[64],S:DOPBDOP[3]=CH[4].q0[71],S:DOPBDOP[2]=CH[4].q0[70],S:DOPBDOP[1]=CH[4].q0[69],S:DOPBDOP[0]=CH[4].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[4].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[4].ram1_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[4].q1[67],S:DOPADOP[2]=CH[4].q1[66],S:DOPADOP[1]=CH[4].q1[65],S:DOPADOP[0]=CH[4].q1[64],S:DOPBDOP[3]=CH[4].q1[71],S:DOPBDOP[2]=CH[4].q1[70],S:DOPBDOP[1]=CH[4].q1[69],S:DOPBDOP[0]=CH[4].q1[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[4].ram1_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[5].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[5].q0[67],S:DOPADOP[2]=CH[5].q0[66],S:DOPADOP[1]=CH[5].q0[65],S:DOPADOP[0]=CH[5].q0[64],S:DOPBDOP[3]=CH[5].q0[71],S:DOPBDOP[2]=CH[5].q0[70],S:DOPBDOP[1]=CH[5].q0[69],S:DOPBDOP[0]=CH[5].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[5].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[5].ram1_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[5].q1[67],S:DOPADOP[2]=CH[5].q1[66],S:DOPADOP[1]=CH[5].q1[65],S:DOPADOP[0]=CH[5].q1[64],S:DOPBDOP[3]=CH[5].q1[71],S:DOPBDOP[2]=CH[5].q1[70],S:DOPBDOP[1]=CH[5].q1[69],S:DOPBDOP[0]=CH[5].q1[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[5].ram1_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_36_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
u_w/CH[6].ram0_reg_0	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	64	64	8	0	0	8	0	0	S:DIPADIP[3]=wr_data[67],S:DIPADIP[2]=wr_data[66],S:DIPADIP[1]=wr_data[65],S:DIPADIP[0]=wr_data[64],S:DIPBDIP[3]=wr_data[71],S:DIPBDIP[2]=wr_data[70],S:DIPBDIP[1]=wr_data[69],S:DIPBDIP[0]=wr_data[68]	S:DOPADOP[3]=CH[6].q0[67],S:DOPADOP[2]=CH[6].q0[66],S:DOPADOP[1]=CH[6].q0[65],S:DOPADOP[0]=CH[6].q0[64],S:DOPBDOP[3]=CH[6].q0[71],S:DOPBDOP[2]=CH[6].q0[70],S:DOPBDOP[1]=CH[6].q0[69],S:DOPBDOP[0]=CH[6].q0[68]	u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	FULL_X72_PAYLOAD	FULL_X72_PAYLOAD	PARITY_USED_AS_PAYLOAD
u_w/CH[6].ram0_reg_1	u_w	RAMB36E1	SDP	72	0	0	72	0	0	0	0	u_w/ui_clk	8	8	u_w/p_40_in	1	56	56	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_w|SDP|rw72|CLK={u_w/ui_clk}|ADRA_HASH=8	UNKNOWN	WIDTH_BOUND	PARITY_UNUSED_NO_TILE_GAIN;TAIL_FRAGMENT_32b_IN_X72_SHELL
