hier_cell	owner	ref	ram_mode	READ_WIDTH_A	READ_WIDTH_B	WRITE_WIDTH_A	WRITE_WIDTH_B	DOA_REG	DOB_REG	EN_ECC_READ	EN_ECC_WRITE	clk_nets	addr_a_sig_count	addr_b_sig_count	en_nets	we_sig_count	di_signal_count	do_signal_count	dip_signal	dip_const	dip_unconnected	dop_signal	dop_const	dop_unconnected	dip_nets_summary	dop_nets_summary	control_group_key	class_hint	classification	tags
u_core/u_a/mem_reg_2_7	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_2_8	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_2_9	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_0	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_1	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_10	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_11	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_12	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_13	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_14	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_15	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_2	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_3	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_4	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_5	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_6	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_7	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_7_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_8	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_a/mem_reg_3_9	u_a	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_a/clk50	16	16	u_core/u_a/mem_reg_3_15_1[0]	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_a|TDP|rw1|CLK={u_core/u_a/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_snap/mem_reg_0	u_snap	RAMB36E1	TDP	9	9	9	9	0	0	0	0	u_core/u_snap/clk50	12	12	u_core/u_snap/we	0	8	8	1	7	0	1	0	7	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],S:DIPADIP[0]=mem_reg_1_0[8],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]	S:DOPBDOP[0]=rdata[8]	u_snap|TDP|rw9|CLK={u_core/u_snap/clk50}|ADRA_HASH=12	PARITY_USED	PARITY_USED	X9_ASPECT
u_core/u_snap/mem_reg_1	u_snap	RAMB36E1	TDP	9	9	9	9	0	0	0	0	u_core/u_snap/clk50	12	12	u_core/u_snap/we	0	7	7	0	8	0	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPADIP[0],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1],C:DIPBDIP[0]		u_snap|TDP|rw9|CLK={u_core/u_snap/clk50}|ADRA_HASH=12	UNKNOWN	UNKNOWN	
u_core/u_w/TILE.u_bank/mem_reg_0_0	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_1	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_2	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_3	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_4	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_5	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_6	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_0_7	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_0	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_1	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_2	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_3	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_4	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_5	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_6	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_1_7	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/mem_reg_0_0_i_1_n_0,u_core/u_w/TILE.u_bank/mem_reg_0_0_i_2_n_0	1	1	1	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_0	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_1	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_2	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_3	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_4	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_5	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
u_core/u_w/TILE.u_bank/mem_reg_2_6	u_w	RAMB36E1	TDP	1	1	1	1	0	0	0	0	u_core/u_w/TILE.u_bank/clk50	16	16	u_core/u_w/TILE.u_bank/TILE.bank_aa[16],u_core/u_w/TILE.u_bank/loc_of[16]	1	1	0	0	6	2	0	0	8	C:DIPADIP[3],C:DIPADIP[2],C:DIPADIP[1],C:DIPBDIP[3],C:DIPBDIP[2],C:DIPBDIP[1]		u_w|TDP|rw1|CLK={u_core/u_w/TILE.u_bank/clk50}|ADRA_HASH=16	BIT_SLICED_PORT_BOUND	BIT_SLICED_PORT_BOUND	PARITY_UNUSED_NO_TILE_GAIN
