298	8	2	0	0	956	10
299	8	2	0	1	3657	8
300	8	3	0	0	957	11
301	8	3	0	1	3778	6
302	8	3	1	0	4394	1
303	8	4	0	0	959	21
304	8	4	0	1	3768	10
305	8	4	1	0	4195	3
306	8	4	2	0	4799	2
307	8	4	3	0	4716	2
308	8	5	0	0	962	23
309	8	5	0	1	4004	12
310	8	5	1	0	4974	4
311	8	5	2	0	3697	4
312	8	5	3	0	3891	2
313	8	6	0	0	965	9
314	8	6	0	1	5375	1
315	8	6	1	0	5101	2
316	9	0	0	0	76	23
317	9	0	0	1	30	104
318	9	0	1	0	1083	14
319	9	0	1	1	3666	10
320	9	0	2	0	1086	18
321	9	0	2	1	3706	8
322	9	0	3	0	1089	10
323	9	0	3	1	4170	7
324	9	1	0	0	1069	22
325	9	1	0	1	3752	13
326	9	1	1	0	6259	2
327	9	1	2	0	4379	1
328	9	1	3	0	4417	3
329	9	2	0	0	1072	9
330	9	2	0	1	5923	2
331	9	2	2	0	7248	1
332	9	2	3	0	5165	1
333	9	3	0	0	1073	13
334	9	3	0	1	4558	9
335	9	3	1	0	6867	1
336	9	3	2	0	3627	3
337	9	4	0	0	1075	22
338	9	4	0	1	4073	6
339	9	4	1	0	5465	1
340	9	4	2	0	5221	3
341	9	4	3	0	5774	2
342	9	5	0	0	1078	20
343	9	5	0	1	3937	15
344	9	5	1	0	5908	2
345	9	5	2	0	6586	1
346	9	5	3	0	5538	2
347	9	6	0	0	1081	10
348	9	6	0	1	4110	8
349	9	6	1	0	4923	4
350	9	6	2	0	5897	1
351	9	6	3	0	3754	2
352	10	0	0	0	78	10
353	10	0	0	1	33	53
354	10	0	1	0	1199	9
355	10	0	1	1	4155	5
356	10	0	2	0	1202	7
357	10	0	2	1	3787	11
358	10	0	3	0	1205	4
359	10	0	3	1	4165	2
360	10	1	0	0	1185	10
361	10	1	0	1	3720	4
362	10	1	1	0	3936	1
363	10	1	2	0	5223	1
364	10	2	0	0	1188	5
365	10	2	0	1	3921	3
366	10	3	0	0	1189	5
367	10	3	0	1	3883	2
368	10	3	1	0	6220	2
369	10	4	0	0	1191	10
370	10	4	0	1	3843	6
371	10	4	1	0	4598	1
372	10	4	2	0	6515	2
373	10	5	0	0	1194	8
374	10	5	0	1	3968	6
375	10	5	1	0	6025	1
376	10	5	2	0	4552	2
377	10	6	0	0	1197	5
378	10	6	0	1	3899	3
379	10	6	1	0	4733	1
380	10	6	2	0	5446	1
381	11	0	0	0	37	9
382	11	0	0	1	36	100
383	11	0	1	0	1258	20
384	11	0	1	1	4103	5
385	11	0	2	0	1261	13
386	11	0	2	1	3762	14
387	11	0	3	0	1264	8
388	11	0	3	1	3721	8
389	11	1	0	0	1244	23
390	11	1	0	1	3612	11
391	11	1	1	0	6552	1
392	11	1	2	0	3810	3
393	11	2	0	0	1247	8
394	11	2	0	1	5431	4
395	11	2	1	0	4513	1
396	11	2	2	0	4699	1
397	11	2	3	0	3619	1
398	11	3	0	0	1248	13
399	11	3	0	1	3759	6
400	11	3	1	0	5971	3
401	11	3	2	0	3920	2
402	11	4	0	0	1250	21
403	11	4	0	1	3862	9
404	11	4	1	0	4540	1
405	11	4	2	0	5969	2
406	11	4	3	0	3876	2
407	11	5	0	0	1253	14
408	11	5	0	1	4086	8
409	11	5	1	0	3704	3
410	11	5	2	0	7295	1
411	11	6	0	0	1256	9
412	11	6	0	1	3655	9
413	11	6	1	0	6564	1
414	11	6	2	0	4665	3
415	12	0	0	0	81	1
416	12	0	0	1	39	45
417	12	0	1	0	1375	8
418	12	0	1	1	4543	3
419	12	0	2	0	1378	6
420	12	0	2	1	3611	6
421	12	0	3	0	1381	4
422	12	0	3	1	6328	4
423	12	1	0	0	1361	14
424	12	1	0	1	4297	5
425	12	1	1	0	4390	3
426	12	1	2	0	4304	3
427	12	1	3	0	4524	2
428	12	2	0	0	1364	2
429	12	3	0	0	1365	5
430	12	3	0	1	3734	5
431	12	4	0	0	1367	10
432	12	4	0	1	3839	7
433	12	4	1	0	5450	1
434	12	4	2	0	5761	1
435	12	4	3	0	4336	2
436	12	5	0	0	1370	6
437	12	5	0	1	3804	4
438	12	5	2	0	3682	1
439	12	5	3	0	4491	2
440	12	6	0	0	1373	4
441	12	6	0	1	3882	7
442	12	6	1	0	5929	1
443	12	6	2	0	6167	1
